测点编号|监测时间|应变值(με)|温度(℃)
S-SA-AL1|2017-05-18 23:51:18|-164|30
S-SA-AL1|2017-05-18 23:51:34|-281|30
S-SA-AL1|2017-05-18 23:51:51|-203|30
S-SA-AL1|2017-05-18 23:52:07|-218|34
S-SA-AL1|2017-05-18 23:52:23|-335|34
S-SA-AL1|2017-05-18 23:52:39|-256|31
S-SA-AL1|2017-05-18 23:52:55|-274|32
S-SA-AL1|2017-05-18 23:53:11|-289|31
S-SA-AL1|2017-05-18 23:53:27|-210|33
S-SA-AL1|2017-05-18 23:53:44|-325|34
S-SA-AL1|2017-05-18 23:54:00|-242|32
S-SA-AL1|2017-05-18 23:54:16|-152|33
S-SA-AL1|2017-05-18 23:54:32|-172|31
S-SA-AL1|2017-05-18 23:54:48|-289|32
S-SA-AL1|2017-05-18 23:55:04|-313|34
S-SA-AL1|2017-05-18 23:55:20|-224|31
S-SA-AL1|2017-05-18 23:55:36|-340|33
S-SA-AL1|2017-05-18 23:55:53|-160|34
S-SA-AL1|2017-05-18 23:56:09|-281|31
S-SA-AL1|2017-05-18 23:56:25|-295|33
S-SA-AL1|2017-05-18 23:56:41|-314|31
S-SA-AL1|2017-05-18 23:56:57|-230|34
S-SA-AL1|2017-05-18 23:57:13|-244|31
S-SA-AL1|2017-05-18 23:57:29|-165|33
S-SA-AL1|2017-05-18 23:57:46|-287|32
S-SA-AL1|2017-05-18 23:58:02|-300|34
S-SA-AL1|2017-05-18 23:58:18|-319|33
S-SA-AL1|2017-05-18 23:58:34|-230|34
S-SA-AL1|2017-05-18 23:58:50|-337|32
S-SA-AL1|2017-05-18 23:59:07|-155|33
S-SA-AL1|2017-05-18 23:59:23|-270|33
S-SA-AL1|2017-05-18 23:59:39|-188|33
S-SA-AL1|2017-05-18 23:59:55|-303|34
S-SA-AL1|2017-05-19 00:00:13|-124|34
S-SA-AL1|2017-05-19 00:00:30|-93|31
S-SA-AL1|2017-05-19 00:00:47|-113|34
S-SA-AL1|2017-05-19 00:01:03|-132|30
S-SA-AL1|2017-05-19 00:01:19|-147|30
S-SA-AL1|2017-05-19 00:01:35|-64|32
S-SA-AL1|2017-05-19 00:01:51|-183|33
S-SA-AL1|2017-05-19 00:02:07|-99|32
S-SA-AL1|2017-05-19 00:02:23|-220|33
S-SA-AL1|2017-05-19 00:02:40|-131|33
S-SA-AL1|2017-05-19 00:02:56|-247|30
S-SA-AL1|2017-05-19 00:03:12|-52|32
S-SA-AL1|2017-05-19 00:03:29|-140|32
S-SA-AL1|2017-05-19 00:03:45|-57|33
S-SA-AL1|2017-05-19 00:04:01|-66|32
S-SA-AL1|2017-05-19 00:04:17|-191|34
S-SA-AL1|2017-05-19 00:04:34|-98|30
S-SA-AL1|2017-05-19 00:04:50|-220|33
S-SA-AL1|2017-05-19 00:05:06|-239|34
S-SA-AL1|2017-05-19 00:05:22|-145|31
S-SA-AL1|2017-05-19 00:05:38|-55|34
S-SA-AL1|2017-05-19 00:05:55|-66|34
S-SA-AL1|2017-05-19 00:06:11|-183|31
S-SA-AL1|2017-05-19 00:06:27|-201|30
S-SA-AL1|2017-05-19 00:06:43|-107|31
S-SA-AL1|2017-05-19 00:07:00|-126|32
S-SA-AL1|2017-05-19 00:07:16|-144|31
S-SA-AL1|2017-05-19 00:07:32|-154|34
S-SA-AL1|2017-05-19 00:07:48|-65|30
S-SA-AL1|2017-05-19 00:08:04|-186|30
S-SA-AL1|2017-05-19 00:08:21|-95|31
S-SA-AL1|2017-05-19 00:08:37|-103|32
S-SA-AL1|2017-05-19 00:08:53|-223|30
S-SA-AL1|2017-05-19 00:09:09|-135|31
S-SA-AL1|2017-05-19 00:09:25|-153|30
S-SA-AL1|2017-05-19 00:09:42|-60|33
S-SA-AL1|2017-05-19 00:09:58|-181|34
S-SA-AL1|2017-05-19 00:10:14|-199|33
S-SA-AL1|2017-05-19 00:10:30|-105|34
S-SA-AL1|2017-05-19 00:10:46|-123|33
S-SA-AL1|2017-05-19 00:11:03|-132|34
S-SA-AL1|2017-05-19 00:11:19|-150|33
S-SA-AL1|2017-05-19 00:11:35|-56|34
S-SA-AL1|2017-05-19 00:11:51|-182|34
S-SA-AL1|2017-05-19 00:12:07|-90|33
S-SA-AL1|2017-05-19 00:12:24|-211|33
S-SA-AL1|2017-05-19 00:12:40|-229|32
S-SA-AL1|2017-05-19 00:12:56|-128|30
S-SA-AL1|2017-05-19 00:13:12|-147|31
S-SA-AL1|2017-05-19 00:13:29|-160|31
S-SA-AL1|2017-05-19 00:13:45|-70|34
S-SA-AL1|2017-05-19 00:14:01|-192|30
S-SA-AL1|2017-05-19 00:14:17|-205|30
S-SA-AL1|2017-05-19 00:14:33|-217|32
S-SA-AL1|2017-05-19 00:14:50|-230|32
S-SA-AL1|2017-05-19 00:15:06|-243|32
S-SA-AL1|2017-05-19 00:15:22|-149|31
S-SA-AL1|2017-05-19 00:15:38|-60|32
S-SA-AL1|2017-05-19 00:15:55|-73|31
S-SA-AL1|2017-05-19 00:16:11|-193|30
S-SA-AL1|2017-05-19 00:16:27|-98|34
S-SA-AL1|2017-05-19 00:16:43|-111|31
S-SA-AL1|2017-05-19 00:17:00|-129|30
S-SA-AL1|2017-05-19 00:17:16|-249|34
S-SA-AL1|2017-05-19 00:17:32|-257|34
S-SA-AL1|2017-05-19 00:17:48|-64|31
S-SA-AL1|2017-05-19 00:18:05|-179|30
S-SA-AL1|2017-05-19 00:18:21|-86|32
S-SA-AL1|2017-05-19 00:18:37|-99|32
S-SA-AL1|2017-05-19 00:18:53|-218|32
S-SA-AL1|2017-05-19 00:19:10|-128|31
S-SA-AL1|2017-05-19 00:19:26|-243|30
S-SA-AL1|2017-05-19 00:19:42|-153|33
S-SA-AL1|2017-05-19 00:19:58|-59|32
S-SA-AL1|2017-05-19 00:20:15|-174|32
S-SA-AL1|2017-05-19 00:20:31|-83|33
S-SA-AL1|2017-05-19 00:20:47|-96|32
S-SA-AL1|2017-05-19 00:21:03|-216|31
S-SA-AL1|2017-05-19 00:21:20|-229|30
S-SA-AL1|2017-05-19 00:21:36|-238|31
S-SA-AL1|2017-05-19 00:21:52|-250|34
S-SA-AL1|2017-05-19 00:22:08|-154|31
S-SA-AL1|2017-05-19 00:22:25|-166|33
S-SA-AL1|2017-05-19 00:22:41|-71|30
S-SA-AL1|2017-05-19 00:22:57|-190|31
S-SA-AL1|2017-05-19 00:23:13|-202|34
S-SA-AL1|2017-05-19 00:23:30|-209|32
S-SA-AL1|2017-05-19 00:23:46|-119|31
S-SA-AL1|2017-05-19 00:24:02|-132|30
S-SA-AL1|2017-05-19 00:24:19|-246|30
S-SA-AL1|2017-05-19 00:24:35|-151|34
S-SA-AL1|2017-05-19 00:24:51|-164|34
S-SA-AL1|2017-05-19 00:25:07|-74|32
S-SA-AL1|2017-05-19 00:25:24|-194|31
S-SA-AL1|2017-05-19 00:25:40|-104|34
S-SA-AL1|2017-05-19 00:25:56|-214|32
S-SA-AL1|2017-05-19 00:26:12|-226|34
S-SA-AL1|2017-05-19 00:26:29|-238|32
S-SA-AL1|2017-05-19 00:26:45|-148|30
S-SA-AL1|2017-05-19 00:27:01|-58|33
S-SA-AL1|2017-05-19 00:27:17|-66|32
S-SA-AL1|2017-05-19 00:27:34|-78|34
S-SA-AL1|2017-05-19 00:27:50|-193|34
S-SA-AL1|2017-05-19 00:28:06|-102|30
S-SA-AL1|2017-05-19 00:28:22|-217|34
S-SA-AL1|2017-05-19 00:28:39|-230|31
S-SA-AL1|2017-05-19 00:28:55|-242|34
S-SA-AL1|2017-05-19 00:29:11|-249|33
S-SA-AL1|2017-05-19 00:29:28|-259|31
S-SA-AL1|2017-05-19 00:29:44|-158|31
S-SA-AL1|2017-05-19 00:30:00|-169|31
S-SA-AL1|2017-05-19 00:30:17|-175|33
S-SA-AL1|2017-05-19 00:30:33|-186|33
S-SA-AL1|2017-05-19 00:30:49|-83|31
S-SA-AL1|2017-05-19 00:31:06|-100|33
S-SA-AL1|2017-05-19 00:31:22|-108|32
S-SA-AL1|2017-05-19 00:31:38|-222|33
S-SA-AL1|2017-05-19 00:31:55|-234|31
S-SA-AL1|2017-05-19 00:32:11|-246|34
S-SA-AL1|2017-05-19 00:32:27|-156|32
S-SA-AL1|2017-05-19 00:32:43|-56|30
S-SA-AL1|2017-05-19 00:33:00|-73|31
S-SA-AL1|2017-05-19 00:33:16|-181|32
S-SA-AL1|2017-05-19 00:33:32|-192|32
S-SA-AL1|2017-05-19 00:33:49|-97|34
S-SA-AL1|2017-05-19 00:34:05|-108|34
S-SA-AL1|2017-05-19 00:34:21|-115|33
S-SA-AL1|2017-05-19 00:34:38|-126|33
S-SA-AL1|2017-05-19 00:34:54|-239|33
S-SA-AL1|2017-05-19 00:35:10|-144|30
S-SA-AL1|2017-05-19 00:35:26|-53|31
S-SA-AL1|2017-05-19 00:35:43|-162|34
S-SA-AL1|2017-05-19 00:35:59|-70|32
S-SA-AL1|2017-05-19 00:36:15|-77|31
S-SA-AL1|2017-05-19 00:36:32|-191|31
S-SA-AL1|2017-05-19 00:36:48|-95|33
S-SA-AL1|2017-05-19 00:37:04|-209|34
S-SA-AL1|2017-05-19 00:37:21|-215|31
S-SA-AL1|2017-05-19 00:37:37|-231|30
S-SA-AL1|2017-05-19 00:37:53|-239|34
S-SA-AL1|2017-05-19 00:38:10|-143|30
S-SA-AL1|2017-05-19 00:38:26|-258|30
S-SA-AL1|2017-05-19 00:38:42|-167|31
S-SA-AL1|2017-05-19 00:38:58|-76|32
S-SA-AL1|2017-05-19 00:39:15|-190|34
S-SA-AL1|2017-05-19 00:39:31|-90|31
S-SA-AL1|2017-05-19 00:39:47|-204|33
S-SA-AL1|2017-05-19 00:40:04|-214|31
S-SA-AL1|2017-05-19 00:40:20|-225|32
S-SA-AL1|2017-05-19 00:40:36|-232|33
S-SA-AL1|2017-05-19 00:40:53|-136|30
S-SA-AL1|2017-05-19 00:41:09|-147|30
S-SA-AL1|2017-05-19 00:41:25|-51|32
S-SA-AL1|2017-05-19 00:41:42|-62|32
S-SA-AL1|2017-05-19 00:41:58|-64|30
S-SA-AL1|2017-05-19 00:42:14|-75|30
S-SA-AL1|2017-05-19 00:42:31|-86|30
S-SA-AL1|2017-05-19 00:42:47|-97|31
S-SA-AL1|2017-05-19 00:43:03|-207|33
S-SA-AL1|2017-05-19 00:43:19|-111|30
S-SA-AL1|2017-05-19 00:43:36|-230|31
S-SA-AL1|2017-05-19 00:43:52|-134|33
S-SA-AL1|2017-05-19 00:44:08|-140|34
S-SA-AL1|2017-05-19 00:44:25|-150|32
S-SA-AL1|2017-05-19 00:44:41|-54|32
S-SA-AL1|2017-05-19 00:44:58|-59|31
S-SA-AL1|2017-05-19 00:45:14|-65|32
S-SA-AL1|2017-05-19 00:45:30|-76|33
S-SA-AL1|2017-05-19 00:45:46|-88|30
S-SA-AL1|2017-05-19 00:46:03|-198|33
S-SA-AL1|2017-05-19 00:46:19|-106|32
S-SA-AL1|2017-05-19 00:46:36|-213|30
S-SA-AL1|2017-05-19 00:46:52|-223|33
S-SA-AL1|2017-05-19 00:47:09|-207|34
S-SA-AL1|2017-05-19 00:47:25|-217|32
S-SA-AL1|2017-05-19 00:47:41|-114|30
S-SA-AL1|2017-05-19 00:47:58|-226|33
S-SA-AL1|2017-05-19 00:48:14|-124|31
S-SA-AL1|2017-05-19 00:48:31|-135|31
S-SA-AL1|2017-05-19 00:48:47|-136|34
S-SA-AL1|2017-05-19 00:49:03|-147|34
S-SA-AL1|2017-05-19 00:49:20|-157|32
S-SA-AL1|2017-05-19 00:49:36|-164|33
S-SA-AL1|2017-05-19 00:49:52|-169|32
S-SA-AL1|2017-05-19 00:50:09|-179|30
S-SA-AL1|2017-05-19 00:50:25|-82|30
S-SA-AL1|2017-05-19 00:50:41|-192|33
S-SA-AL1|2017-05-19 00:50:58|-100|32
S-SA-AL1|2017-05-19 00:51:14|-101|34
S-SA-AL1|2017-05-19 00:51:30|-214|33
S-SA-AL1|2017-05-19 00:51:47|-225|34
S-SA-AL1|2017-05-19 00:52:03|-232|30
S-SA-AL1|2017-05-19 00:52:19|-134|32
S-SA-AL1|2017-05-19 00:52:36|-144|30
S-SA-AL1|2017-05-19 00:52:52|-150|32
S-SA-AL1|2017-05-19 00:53:08|-161|32
S-SA-AL1|2017-05-19 00:53:25|-167|31
S-SA-AL1|2017-05-19 00:53:41|-172|30
S-SA-AL1|2017-05-19 00:53:58|-75|30
S-SA-AL1|2017-05-19 00:54:14|-79|31
S-SA-AL1|2017-05-19 00:54:30|-187|30
S-SA-AL1|2017-05-19 00:54:47|-89|32
S-SA-AL1|2017-05-19 00:55:03|-197|33
S-SA-AL1|2017-05-19 00:55:20|-94|31
S-SA-AL1|2017-05-19 00:55:36|-207|33
S-SA-AL1|2017-05-19 00:55:52|-217|31
S-SA-AL1|2017-05-19 00:56:09|-217|31
S-SA-AL1|2017-05-19 00:56:25|-222|30
S-SA-AL1|2017-05-19 00:56:41|-232|33
S-SA-AL1|2017-05-19 00:56:58|-135|31
S-SA-AL1|2017-05-19 00:57:14|-135|31
S-SA-AL1|2017-05-19 00:57:31|-246|31
S-SA-AL1|2017-05-19 00:57:47|-143|34
S-SA-AL1|2017-05-19 00:58:03|-149|33
S-SA-AL1|2017-05-19 00:58:20|-51|30
S-SA-AL1|2017-05-19 00:58:36|-260|33
S-SA-AL1|2017-05-19 00:58:53|-153|32
S-SA-AL1|2017-05-19 00:59:09|-52|33
S-SA-AL1|2017-05-19 00:59:26|-164|30
S-SA-AL1|2017-05-19 00:59:42|-169|34
S-SA-AL1|2017-05-19 00:59:58|-179|32
S-SA-AL1|2017-05-19 01:00:18|-233|34
S-SA-AL1|2017-05-19 01:00:34|-240|31
S-SA-AL1|2017-05-19 01:00:51|-142|33
S-SA-AL1|2017-05-19 01:01:07|-141|31
S-SA-AL1|2017-05-19 01:01:24|-147|30
S-SA-AL1|2017-05-19 01:01:40|-151|31
S-SA-AL1|2017-05-19 01:01:56|-156|30
S-SA-AL1|2017-05-19 01:02:13|-161|34
S-SA-AL1|2017-05-19 01:02:29|-63|32
S-SA-AL1|2017-05-19 01:02:46|-69|31
S-SA-AL1|2017-05-19 01:03:02|-176|34
S-SA-AL1|2017-05-19 01:03:18|-180|31
S-SA-AL1|2017-05-19 01:03:35|-83|30
S-SA-AL1|2017-05-19 01:03:51|-89|34
S-SA-AL1|2017-05-19 01:04:08|-201|32
S-SA-AL1|2017-05-19 01:04:24|-95|33
S-SA-AL1|2017-05-19 01:04:40|-95|33
S-SA-AL1|2017-05-19 01:04:57|-101|32
S-SA-AL1|2017-05-19 01:05:13|-110|33
S-SA-AL1|2017-05-19 01:05:30|-115|32
S-SA-AL1|2017-05-19 01:05:46|-227|34
S-SA-AL1|2017-05-19 01:06:02|-228|34
S-SA-AL1|2017-05-19 01:06:19|-130|32
S-SA-AL1|2017-05-19 01:06:35|-242|34
S-SA-AL1|2017-05-19 01:06:52|-140|30
S-SA-AL1|2017-05-19 01:07:08|-144|31
S-SA-AL1|2017-05-19 01:07:24|-252|30
S-SA-AL1|2017-05-19 01:07:41|-159|31
S-SA-AL1|2017-05-19 01:07:57|-55|32
S-SA-AL1|2017-05-19 01:08:14|-60|31
S-SA-AL1|2017-05-19 01:08:30|-168|34
S-SA-AL1|2017-05-19 01:08:46|-70|32
S-SA-AL1|2017-05-19 01:09:03|-177|30
S-SA-AL1|2017-05-19 01:09:19|-74|33
S-SA-AL1|2017-05-19 01:09:36|-186|31
S-SA-AL1|2017-05-19 01:09:52|-84|34
S-SA-AL1|2017-05-19 01:10:08|-93|30
S-SA-AL1|2017-05-19 01:10:25|-97|32
S-SA-AL1|2017-05-19 01:10:41|-97|32
S-SA-AL1|2017-05-19 01:10:58|-103|31
S-SA-AL1|2017-05-19 01:11:14|-107|32
S-SA-AL1|2017-05-19 01:11:31|-213|33
S-SA-AL1|2017-05-19 01:11:47|-115|31
S-SA-AL1|2017-05-19 01:12:03|-226|31
S-SA-AL1|2017-05-19 01:12:20|-123|32
S-SA-AL1|2017-05-19 01:12:36|-127|33
S-SA-AL1|2017-05-19 01:12:53|-234|32
S-SA-AL1|2017-05-19 01:13:09|-132|30
S-SA-AL1|2017-05-19 01:13:26|-136|32
S-SA-AL1|2017-05-19 01:13:42|-134|32
S-SA-AL1|2017-05-19 01:13:58|-137|32
S-SA-AL1|2017-05-19 01:14:15|-248|32
S-SA-AL1|2017-05-19 01:14:31|-146|30
S-SA-AL1|2017-05-19 01:14:48|-253|33
S-SA-AL1|2017-05-19 01:15:04|-257|30
S-SA-AL1|2017-05-19 01:15:21|-57|33
S-SA-AL1|2017-05-19 01:15:37|-55|31
S-SA-AL1|2017-05-19 01:15:54|-59|33
S-SA-AL1|2017-05-19 01:16:10|-63|30
S-SA-AL1|2017-05-19 01:16:26|-67|31
S-SA-AL1|2017-05-19 01:16:43|-176|32
S-SA-AL1|2017-05-19 01:16:59|-73|30
S-SA-AL1|2017-05-19 01:17:16|-184|30
S-SA-AL1|2017-05-19 01:17:32|-187|30
S-SA-AL1|2017-05-19 01:17:49|-79|32
S-SA-AL1|2017-05-19 01:18:05|-191|34
S-SA-AL1|2017-05-19 01:18:21|-195|31
S-SA-AL1|2017-05-19 01:18:38|-92|34
S-SA-AL1|2017-05-19 01:18:54|-191|30
S-SA-AL1|2017-05-19 01:19:11|-92|30
S-SA-AL1|2017-05-19 01:19:27|-91|32
S-SA-AL1|2017-05-19 01:19:44|-202|32
S-SA-AL1|2017-05-19 01:20:00|-203|32
S-SA-AL1|2017-05-19 01:20:17|-211|31
S-SA-AL1|2017-05-19 01:20:33|-101|31
S-SA-AL1|2017-05-19 01:20:50|-105|32
S-SA-AL1|2017-05-19 01:21:06|-217|32
S-SA-AL1|2017-05-19 01:21:22|-109|32
S-SA-AL1|2017-05-19 01:21:39|-219|34
S-SA-AL1|2017-05-19 01:21:55|-111|32
S-SA-AL1|2017-05-19 01:22:12|-222|32
S-SA-AL1|2017-05-19 01:22:28|-116|33
S-SA-AL1|2017-05-19 01:22:45|-114|33
S-SA-AL1|2017-05-19 01:23:01|-114|31
S-SA-AL1|2017-05-19 01:23:18|-118|33
S-SA-AL1|2017-05-19 01:23:34|-223|32
S-SA-AL1|2017-05-19 01:23:51|-118|30
S-SA-AL1|2017-05-19 01:24:07|-225|31
S-SA-AL1|2017-05-19 01:24:24|-228|31
S-SA-AL1|2017-05-19 01:24:40|-226|31
S-SA-AL1|2017-05-19 01:24:57|-127|31
S-SA-AL1|2017-05-19 01:25:13|-233|32
S-SA-AL1|2017-05-19 01:25:29|-233|30
S-SA-AL1|2017-05-19 01:25:46|-129|31
S-SA-AL1|2017-05-19 01:26:02|-234|30
S-SA-AL1|2017-05-19 01:26:19|-134|33
S-SA-AL1|2017-05-19 01:26:35|-241|34
S-SA-AL1|2017-05-19 01:26:52|-244|33
S-SA-AL1|2017-05-19 01:27:08|-135|30
S-SA-AL1|2017-05-19 01:27:25|-241|34
S-SA-AL1|2017-05-19 01:27:41|-244|33
S-SA-AL1|2017-05-19 01:27:58|-242|34
S-SA-AL1|2017-05-19 01:28:14|-244|31
S-SA-AL1|2017-05-19 01:28:31|-244|34
S-SA-AL1|2017-05-19 01:28:47|-242|34
S-SA-AL1|2017-05-19 01:29:04|-142|32
S-SA-AL1|2017-05-19 01:29:20|-140|32
S-SA-AL1|2017-05-19 01:29:37|-247|33
S-SA-AL1|2017-05-19 01:29:53|-250|33
S-SA-AL1|2017-05-19 01:30:10|-248|33
S-SA-AL1|2017-05-19 01:30:26|-143|32
S-SA-AL1|2017-05-19 01:30:43|-148|34
S-SA-AL1|2017-05-19 01:30:59|-253|32
S-SA-AL1|2017-05-19 01:31:16|-143|32
S-SA-AL1|2017-05-19 01:31:32|-249|31
S-SA-AL1|2017-05-19 01:31:49|-149|34
S-SA-AL1|2017-05-19 01:32:05|-254|33
S-SA-AL1|2017-05-19 01:32:22|-247|34
S-SA-AL1|2017-05-19 01:32:38|-251|33
S-SA-AL1|2017-05-19 01:32:55|-146|32
S-SA-AL1|2017-05-19 01:33:11|-144|33
S-SA-AL1|2017-05-19 01:33:28|-250|34
S-SA-AL1|2017-05-19 01:33:44|-146|32
S-SA-AL1|2017-05-19 01:34:01|-256|30
S-SA-AL1|2017-05-19 01:34:17|-145|33
S-SA-AL1|2017-05-19 01:34:34|-143|33
S-SA-AL1|2017-05-19 01:34:50|-249|32
S-SA-AL1|2017-05-19 01:35:07|-144|31
S-SA-AL1|2017-05-19 01:35:23|-248|32
S-SA-AL1|2017-05-19 01:35:40|-139|32
S-SA-AL1|2017-05-19 01:35:56|-244|31
S-SA-AL1|2017-05-19 01:36:13|-144|33
S-SA-AL1|2017-05-19 01:36:29|-137|30
S-SA-AL1|2017-05-19 01:36:46|-247|33
S-SA-AL1|2017-05-19 01:37:02|-138|32
S-SA-AL1|2017-05-19 01:37:19|-243|31
S-SA-AL1|2017-05-19 01:37:35|-137|33
S-SA-AL1|2017-05-19 01:37:52|-238|32
S-SA-AL1|2017-05-19 01:38:08|-235|31
S-SA-AL1|2017-05-19 01:38:25|-130|34
S-SA-AL1|2017-05-19 01:38:41|-131|34
S-SA-AL1|2017-05-19 01:38:58|-129|32
S-SA-AL1|2017-05-19 01:39:14|-234|31
S-SA-AL1|2017-05-19 01:39:31|-124|31
S-SA-AL1|2017-05-19 01:39:47|-231|32
S-SA-AL1|2017-05-19 01:40:04|-227|33
S-SA-AL1|2017-05-19 01:40:21|-228|33
S-SA-AL1|2017-05-19 01:40:37|-118|32
S-SA-AL1|2017-05-19 01:40:54|-221|32
S-SA-AL1|2017-05-19 01:41:10|-112|31
S-SA-AL1|2017-05-19 01:41:27|-110|32
S-SA-AL1|2017-05-19 01:41:43|-106|33
S-SA-AL1|2017-05-19 01:42:00|-104|31
S-SA-AL1|2017-05-19 01:42:16|-101|34
S-SA-AL1|2017-05-19 01:42:33|-102|34
S-SA-AL1|2017-05-19 01:42:49|-207|32
S-SA-AL1|2017-05-19 01:43:06|-103|31
S-SA-AL1|2017-05-19 01:43:22|-203|31
S-SA-AL1|2017-05-19 01:43:39|-97|32
S-SA-AL1|2017-05-19 01:43:56|-197|30
S-SA-AL1|2017-05-19 01:44:12|-86|32
S-SA-AL1|2017-05-19 01:44:29|-87|32
S-SA-AL1|2017-05-19 01:44:45|-80|31
S-SA-AL1|2017-05-19 01:45:02|-189|32
S-SA-AL1|2017-05-19 01:45:18|-73|30
S-SA-AL1|2017-05-19 01:45:35|-69|31
S-SA-AL1|2017-05-19 01:45:52|-70|31
S-SA-AL1|2017-05-19 01:46:08|-170|34
S-SA-AL1|2017-05-19 01:46:25|-161|30
S-SA-AL1|2017-05-19 01:46:41|-60|31
S-SA-AL1|2017-05-19 01:46:58|-159|31
S-SA-AL1|2017-05-19 01:47:14|-155|32
S-SA-AL1|2017-05-19 01:47:31|-249|30
S-SA-AL1|2017-05-19 01:47:48|-251|30
S-SA-AL1|2017-05-19 01:48:04|-140|33
S-SA-AL1|2017-05-19 01:48:21|-136|34
S-SA-AL1|2017-05-19 01:48:37|-240|30
S-SA-AL1|2017-05-19 01:48:54|-237|31
S-SA-AL1|2017-05-19 01:49:11|-120|32
S-SA-AL1|2017-05-19 01:49:27|-116|33
S-SA-AL1|2017-05-19 01:49:44|-220|32
S-SA-AL1|2017-05-19 01:50:00|-212|31
S-SA-AL1|2017-05-19 01:50:17|-208|32
S-SA-AL1|2017-05-19 01:50:33|-206|30
S-SA-AL1|2017-05-19 01:50:50|-207|30
S-SA-AL1|2017-05-19 01:51:07|-96|33
S-SA-AL1|2017-05-19 01:51:23|-199|32
S-SA-AL1|2017-05-19 01:51:40|-88|32
S-SA-AL1|2017-05-19 01:51:56|-188|32
S-SA-AL1|2017-05-19 01:52:13|-184|33
S-SA-AL1|2017-05-19 01:52:29|-77|32
S-SA-AL1|2017-05-19 01:52:46|-172|30
S-SA-AL1|2017-05-19 01:53:03|-172|33
S-SA-AL1|2017-05-19 01:53:19|-163|30
S-SA-AL1|2017-05-19 01:53:36|-57|34
S-SA-AL1|2017-05-19 01:53:52|-150|30
S-SA-AL1|2017-05-19 01:54:09|-147|33
S-SA-AL1|2017-05-19 01:54:26|-144|34
S-SA-AL1|2017-05-19 01:54:42|-247|33
S-SA-AL1|2017-05-19 01:54:59|-135|33
S-SA-AL1|2017-05-19 01:55:15|-131|34
S-SA-AL1|2017-05-19 01:55:32|-230|34
S-SA-AL1|2017-05-19 01:55:49|-226|30
S-SA-AL1|2017-05-19 01:56:05|-115|33
S-SA-AL1|2017-05-19 01:56:22|-219|32
S-SA-AL1|2017-05-19 01:56:38|-102|33
S-SA-AL1|2017-05-19 01:56:55|-199|31
S-SA-AL1|2017-05-19 01:57:12|-196|32
S-SA-AL1|2017-05-19 01:57:28|-192|33
S-SA-AL1|2017-05-19 01:57:45|-80|33
S-SA-AL1|2017-05-19 01:58:01|-75|31
S-SA-AL1|2017-05-19 01:58:18|-173|34
S-SA-AL1|2017-05-19 01:58:35|-62|32
S-SA-AL1|2017-05-19 01:58:51|-160|32
S-SA-AL1|2017-05-19 01:59:08|-163|34
S-SA-AL1|2017-05-19 01:59:24|-154|31
S-SA-AL1|2017-05-19 01:59:41|-150|32
S-SA-AL1|2017-05-19 01:59:58|-250|34
S-SA-AL1|2017-05-19 02:00:17|-97|33
S-SA-AL1|2017-05-19 02:00:34|-177|32
S-SA-AL1|2017-05-19 02:00:51|-177|30
S-SA-AL1|2017-05-19 02:01:07|-66|30
S-SA-AL1|2017-05-19 02:01:24|-56|34
S-SA-AL1|2017-05-19 02:01:41|-154|30
S-SA-AL1|2017-05-19 02:01:57|-251|30
S-SA-AL1|2017-05-19 02:02:14|-241|30
S-SA-AL1|2017-05-19 02:02:31|-230|32
S-SA-AL1|2017-05-19 02:02:47|-220|34
S-SA-AL1|2017-05-19 02:03:04|-216|30
S-SA-AL1|2017-05-19 02:03:20|-217|30
S-SA-AL1|2017-05-19 02:03:37|-203|30
S-SA-AL1|2017-05-19 02:03:54|-204|30
S-SA-AL1|2017-05-19 02:04:10|-195|32
S-SA-AL1|2017-05-19 02:04:27|-190|31
S-SA-AL1|2017-05-19 02:04:43|-79|31
S-SA-AL1|2017-05-19 02:05:00|-182|30
S-SA-AL1|2017-05-19 02:05:17|-65|31
S-SA-AL1|2017-05-19 02:05:33|-164|31
S-SA-AL1|2017-05-19 02:05:50|-56|33
S-SA-AL1|2017-05-19 02:06:07|-153|31
S-SA-AL1|2017-05-19 02:06:23|-247|33
S-SA-AL1|2017-05-19 02:06:40|-140|32
S-SA-AL1|2017-05-19 02:06:56|-130|31
S-SA-AL1|2017-05-19 02:07:13|-124|33
S-SA-AL1|2017-05-19 02:07:30|-218|34
S-SA-AL1|2017-05-19 02:07:46|-213|32
S-SA-AL1|2017-05-19 02:08:03|-100|30
S-SA-AL1|2017-05-19 02:08:20|-97|31
S-SA-AL1|2017-05-19 02:08:36|-92|30
S-SA-AL1|2017-05-19 02:08:53|-184|33
S-SA-AL1|2017-05-19 02:09:10|-77|33
S-SA-AL1|2017-05-19 02:09:26|-69|34
S-SA-AL1|2017-05-19 02:09:43|-172|34
S-SA-AL1|2017-05-19 02:09:59|-55|33
S-SA-AL1|2017-05-19 02:10:16|-260|31
S-SA-AL1|2017-05-19 02:10:33|-147|34
S-SA-AL1|2017-05-19 02:10:49|-241|30
S-SA-AL1|2017-05-19 02:11:06|-133|32
S-SA-AL1|2017-05-19 02:11:23|-124|34
S-SA-AL1|2017-05-19 02:11:39|-222|34
S-SA-AL1|2017-05-19 02:11:56|-110|32
S-SA-AL1|2017-05-19 02:12:13|-105|31
S-SA-AL1|2017-05-19 02:12:29|-203|31
